"Lat.rounded","Lon.rounded","MeanTemp","Precip","PrecipSeasonality","MeanDiurnalRange","Isothermality","TempSeasonality","TempAnnualRange","NDVImax","NDVIsum","EVImax","NDWImin","SWIRaug","BulkDens","pH","CStock","CDensity","Sand","Silt","Clay","Permafrost","site","Type","2022 list","Our List","ADDED","edited","Site_ID","Latitude","Longitude","Country","Contact","Contact_Email","Data_Availability","Reference","Reference_Short","Additional_Information","Anemometer","Gas_Analyser","Power","Ecosystem","GHG","Complementary_Measurements","Start_CO2","End_CO2","Start_CH4","End_CH4","Start_N2O","End_N2O","Season_Activity","Terrestrial","Aquatic","ignore","active","methane","Ext_Type","State","Population","x","y","pc1","pc2","pc3","pc4","site_name","dataset","flux_method","latitude","longitude","num.months","num.years","start_year","end_year","Flux","co2.yearround","ch4.yearround"
53.94,-104.65,-0.295833349227905,478,60.8433418273926,11.7749996185303,23.8843803405762,1358.06921386719,49.3000030517578,0.0828799977898598,0.180730238556862,5.40764999389648,0.683600008487701,0.339190006256104,1.35424995422363,6.03749990463257,311,104.625,72.5749969482422,15.875,11.9250001907349,0.0730474293231964,"Saskatchewan - Western Boreal, Jack Pine forest harvested in 2002","EC_Tower","Saskatchewan - Western Boreal, Jack Pine forest harvested in 2002","Saskatchewan - Western Boreal, Jack Pine forest harvested in 2002","No","no","CA-SJ2",53.945,-104.649,"Canada","Andrew T. Black","andrew.black@ubc.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-SJ2",NA,NA,"https://ameriflux.lbl.gov/sites/siteinfo/CA-SJ2",NA,NA,NA,"forest","CO2",NA,2003,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3915298.90901776,1023435.37098111,-1.62245199022238,-1.34097327289354,-3.78971106475842,-1.71278604448413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53.99,-105.12,0.0791666433215141,471,61.2165870666504,11.1416664123535,23.9091567993164,1284.87963867188,46.5999984741211,0.0413599982857704,0.458629667758942,6.41794013977051,0.731700003147125,0.319950014352798,1.29847502708435,6.15000009536743,397,84.125,61.7750015258789,23.3500003814697,14.3249998092651,0,"Saskatchewan - Western Boreal, Mature Black Spruce","EC_Tower","Saskatchewan - Western Boreal, Mature Black Spruce","Saskatchewan - Western Boreal, Mature Black Spruce","No","no","CA-Obs",53.9872,-105.1178,"Canada","Andrew T. Black","andrew.black@ubc.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:CCBY4.0;site_id:CA-Obs",NA,NA,"https://ameriflux.lbl.gov/sites/siteinfo/CA-OBS",NA,NA,NA,"forest","CO2",NA,1999,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3901917.0616091,1054118.58789404,-2.5379230284709,-0.384145513756603,-2.44084907395888,-1.07121319328673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.94,-83.47,-3.96666669845581,525,50.6728019714355,9.71666717529297,19.9112014770508,1399.72290039062,48.8000030517578,0.0734599977731705,0.269293516874313,3.35466003417969,0.637049973011017,0.324030011892319,0.739799976348877,5.0625,1533,728.349975585938,57.2000007629395,25.7999992370605,17.0499992370605,0.265373885631561,"Polar Bear Fen","EC_Tower","Polar Bear Fen","Polar Bear Fen","No","yes","CA-PB2",54.9391,-83.4738,"Canada","Elyn Humphreys, Aaron Todd","elyn.humphreys@carleton.ca, aaron.todd@ontario.ca",NA,NA,NA,NA,NA,NA,NA,"wetland","CO2,CH4",NA,2017,2024,NA,NA,NA,NA,"All year",TRUE,FALSE,"no","active","methane",NA,NA,NA,-3902695.93269168,-446463.906240839,0.26595419239042,-1.77930196264613,3.25262949162146,-2.08082974443899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.94,-83.46,-3.96250009536743,527,50.7014961242676,9.70833301544189,19.853443145752,1401.35998535156,48.9000015258789,0.0899500027298927,0.179741531610489,2.88050007820129,0.555079996585846,0.263200014829636,0.832400023937225,5.2649998664856,1400,777.025024414062,51.1749992370605,29.8999996185303,19.2250003814697,0.407212823629379,"Polar Bear Peat Plateau","EC_Tower","Polar Bear Peat Plateau","Polar Bear Peat Plateau","No","yes","CA-PB1",54.9417,-83.4579,"Canada","Elyn Humphreys, Aaron Todd","elyn.humphreys@carleton.ca, aaron.todd@ontario.ca",NA,NA,NA,NA,NA,NA,NA,"wetland","CO2,CH4",NA,2016,2024,NA,NA,NA,NA,"All year",TRUE,FALSE,"no","active","methane",NA,NA,NA,-3902264.28703746,-447511.640467678,1.18636229360495,-1.58943778477738,2.97531592501279,-1.10701905300658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.95,-112.47,0.941666662693024,485,67.8049163818359,12.3666667938232,25.9803924560547,1249.92700195312,47.5999984741211,0.046730000525713,0.355921119451523,6.09844017028809,0.768880009651184,0.414900004863739,1.31130003929138,6.35750007629395,228,114.650001525879,57.0999984741211,23,20.4750003814697,0,"La Biche River","EC_Tower","La Biche River","La Biche River","No","no","CA-WP1",54.9538,-112.467,"Canada","Lawrence Flanagan","larry.flanagan@uleth.ca","https://ameriflux.lbl.gov/data/download-data/?request=policy:LEGACY;site_id:CA-WP1","Syed, K. H., Flanagan, L. B., Carlson, P. J., Glenn, A. J., & Van Gaalen, K. E. (2006). Environmental control of net ecosystem CO2 exchange in a treed, moderately rich fen in northern Alberta. Agr. Forest Meteorol., 140(1-4), 97-114. doi:10.1016/j.agrformet.2006.03.022","Syed et al. (2006), https://doi.org/10.1016/j.agrformet.2006.03.022","https://ameriflux.lbl.gov/sites/siteinfo/CA-WP1","Gill R3","LI-7000",NA,"wetland","CO2",NA,2003,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,-3628385.35990042,1500478.6563498,-2.61743851902322,0.552209622533087,-2.75335401477271,-0.100591079596048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.1,13.42,7.08333349227905,859,21.0625400543213,7.09999990463257,29.8319320678711,634.437255859375,23.7999992370605,0.0434099994599819,0.512475669384003,8.89212989807129,0.851679980754852,0.504339993000031,1.26440000534058,4.84250020980835,536,416.174987792969,69.8499984741211,22.4750003814697,7.47499990463257,0,"Hyltemossa","EC_Tower",NA,"Hyltemossa","No","no","SE-Htm",56.0976,13.419,"Sweden","Michal Heliasz","Michal.Heliasz@cec.lu.se","https://data.icos-cp.eu/objects/w4UsoD0iDIfPg-IHHvPYBGgv",NA,NA,"https://meta.icos-cp.eu/objects/w4UsoD0iDIfPg-IHHvPYBGgv",NA,NA,NA,"forest","CO2",NA,2015,2024,NA,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","nonmethane",NA,NA,NA,879689.322642892,-3687125.21540497,-6.20025128356279,-3.97015034984058,0.026141365652014,-0.859662620630063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.27,13.55,6.59583330154419,917,20.9983654022217,7.47499990463257,30.2631568908691,647.089477539062,24.7000007629395,0.0707900002598763,0.337524682283401,7.8134298324585,0.79558002948761,0.500680029392242,1.30469989776611,4.7975001335144,457,309.149993896484,74.9749984741211,19.3500003814697,6.09999990463257,0,"Faejemyr","EC_Tower",NA,"Faejemyr","No","no","SE-Faj",56.2655,13.5535,"Sweden","Marcin Jackowicz-Korczynski","mjk@ecos.au.dk",NA,NA,NA,NA,NA,NA,NA,"wetland","CO2,CH4",NA,2005,2024,2008,NA,NA,NA,"Summer",TRUE,FALSE,"no","active","methane",NA,NA,NA,883686.988405755,-3665738.70802387,-5.68520273604978,-4.58851425308174,-1.24292863235948,-0.978366045278086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.45,32.9,4.51249980926514,694,33.6747779846191,7.65833330154419,23.5641021728516,916.346801757812,32.5,0.0349400006234646,0.369421511888504,7.44339990615845,0.890009999275208,0.582920014858246,1.31257498264313,5.42999982833862,517,243.824996948242,45.5999984741211,40.625,14,0,"Fyodorovskoye dry spruce","EC_Tower",NA,"Fyodorovskoye dry spruce","No","no","RU-Fy2",56.4476,32.9019,"Russia","Andrej Varlagin","varlagin@sevin.ru",NA,NA,NA,"http://gaia.agraria.unitus.it/home","Gill WindMaster Pro","LI-7200",NA,"forest","CO2,CH4","net radiation, PAR, temperature, humidity, soil moisture, soil temperature, pressure, precipitation, snow depth, ground water depth",2015,2024,NA,NA,NA,NA,"All year",TRUE,FALSE,"no","active","methane",NA,NA,NA,2036586.57649199,-3147854.64720642,-4.4494635773529,-0.698098131060015,0.546774293815659,1.40674923336304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.46,32.92,4.51249980926514,693,33.9117393493652,7.64166641235352,23.5128192901611,914.609008789062,32.5,0.031700000166893,0.415049970149994,7.78557014465332,0.864310026168823,0.502640008926392,1.31342506408691,5.21999979019165,615,381.924987792969,50.9500007629395,35.375,14.4499998092651,0,"Fyodorovskoye","EC_Tower",NA,"Fyodorovskoye","No","no","Ru-Fyo",56.4615,32.9221,"Russia","Andrej Varlagin","varlagin@sevin.ru",NA,"Kurbatova, J., Li, C., Varlagin, A., Xiao, X., & Vygodskaya, N. (2008). Modeling carbon dynamics in two adjacent spruce forests with different soil conditions in Russia. Biogeosciences, 5(4), 969-980. doi:10.5194/bg-5-969-2008","Kurbatova et al. (2008), https://doi.org/10.5194/bg-5-969-2008","http://www.europe-fluxdata.eu/home/site-details?id=RU-Fyo","Gill R3, Gill WindMaster Pro","LI-6262, LI-7200","line power","forest","CO2,CH4","net radiation, PAR, temperature, humidity, soil moisture, soil temperature, pressure, precipitation, snow depth, ground water depth",1998,2024,2015,NA,NA,NA,"All year",TRUE,FALSE,"no","active","methane",NA,NA,NA,2036803.69339703,-3145757.92881185,-4.38212753871961,-1.32607631669266,0.805210946985471,0.569681674788418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56.81,82.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plotnikovo field station, Tomsk, Rusia","Terrestrial","EC",56.813743,82.852093,6,1,"2022","2022","CO2","N","N"
